WMOINDEX,STATION NAME,YEAR,MTH,DAY,HOUR,SLP,MSLP,DRY,WET,DEWPT,RH,VIS,VISCODE,WX,DIR,SPEED,DUR,RAIN,SUN,CLOUD,AMT1,TYPE1,HEIGHT1,AMT2,TYPE2,HEIGHT2,AMT3,TYPE3,HEIGHT3,AMT4,TYPE4,HEIGHT4,AMT5,TYPE5,HEIGHT5,AMT6,TYPE6,HEIGHT6,SOLAR
96441,Lapangan Terbang Bintulu,2025,2,2,12,1005.3,1008.1,28.5,25.6,24.8,78.6,18000,68,15,2.5,160,0,0,,7,4,8,14,5,3,65,3,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,2,13,1004.5,1007.3,30.1,26.4,25.4,73.8,18000,68,15,1.7,150,0,0,,7,4,8,14,1,9,15,6,3,65,3,0,80,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,2,14,1003.7,1006.5,28.8,26.3,25.6,80.8,30000,80,3,1.7,280,0,0,,7,4,8,14,1,9,15,5,3,65,4,0,80,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,2,15,1002.9,1005.7,30.3,26.5,25.5,73.3,18000,68,15,1.9,250,0,0,,7,4,8,14,1,9,15,5,3,65,4,0,80,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,2,16,1002.3,1005.1,30.5,27,26.1,75.4,18000,68,15,2.9,280,0,0,,7,1,9,15,4,8,16,5,3,65,4,0,80,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,2,17,1002.1,1004.9,29.9,26.5,25.6,76,18000,68,15,1.9,270,0,0,,7,1,9,15,3,8,16,5,3,65,4,0,80,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,2,18,1002.6,1005.4,28.7,26.4,25.8,82.5,18000,68,15,1.3,250,0,0,,7,1,9,15,3,8,16,6,3,65,3,0,80,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,2,19,1003,1005.8,28.1,26.4,25.9,86.8,18000,68,1,0.6,300,0,0,,7,2,6,16,6,3,65,2,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,2,20,1003.8,1006.6,27.1,25.7,25.3,89.3,18000,68,3,0,0,0,0,,7,3,6,16,6,3,65,2,0,80,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,2,21,1004.8,1007.6,26.5,25.2,24.8,89.7,18000,68,1,1.3,230,0,0,,7,2,6,16,5,3,65,3,0,80,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,2,22,1005.7,1008.5,26.1,25.1,24.8,91.7,18000,68,2,0,0,0,0,,7,2,6,16,5,3,65,3,0,80,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,2,23,1006,1008.8,26,24.9,24.6,91.6,18000,68,3,0,0,0,0,,7,3,6,16,5,3,65,3,0,80,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,2,24,1006,1008.8,25.7,24.6,24.3,91,18000,68,1,0.9,170,0,0,,7,2,6,16,5,3,65,3,0,80,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,3,1,1005.1,1007.9,25.5,24.7,24.5,93.4,18000,68,2,0.9,220,0,0,,7,2,6,16,5,3,65,3,0,80,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,3,2,1004.9,1007.7,25.5,24.7,24.5,93.6,18000,68,2,1.2,200,0,0,,7,2,6,16,5,3,65,3,0,80,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,3,3,1004.6,1007.4,25.1,24.8,24.7,97.5,8000,58,60,2.4,210,40,1.4,,7,3,6,16,7,3,65,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,3,4,1004.4,1007.2,25,24.7,24.6,97.6,10000,60,61,0.5,280,60,1,,8,2,6,16,8,4,64,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,3,5,1004.1,1006.9,24.9,24.6,24.5,97.1,18000,68,21,1.1,150,5,0.01,,7,2,6,16,6,3,65,2,0,80,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,3,6,1005,1007.8,24.7,24.4,24.3,97.5,18000,68,2,1.4,90,0,0,,7,2,6,16,6,3,65,2,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,3,7,1005.6,1008.4,24.5,24.3,24.2,98.3,20000,70,3,0,0,0,0,,7,1,7,2,2,6,16,7,3,65,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,3,8,1006.2,1009,24.8,24.6,24.5,98.1,20000,70,3,1.6,90,0,0,,7,1,7,5,3,6,16,7,3,65,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,3,9,1007.1,1009.9,25.9,25.1,24.9,93.6,30000,80,1,0.6,130,0,0,,7,3,6,16,7,3,65,,,,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,3,10,1007.2,1010,26.9,25.5,25.1,88.8,30000,80,1,1.3,80,0,0,,7,3,8,16,6,3,65,2,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,3,11,1006.9,1009.7,27.6,25.8,25.3,86.4,30000,80,3,1.5,80,0,0,,7,3,8,16,7,3,65,,,,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,3,12,1006.4,1009.2,28.7,26,25.3,79.9,30000,80,2,2.3,100,0,0,,7,3,8,16,7,3,65,,,,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,3,13,1005.5,1008.3,28.8,26.1,25.3,79.7,30000,80,1,1.9,100,0,0,,7,3,8,16,6,3,65,2,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,3,14,1004.3,1007.1,30.1,26.3,25.2,73,30000,80,1,1.8,110,0,0,,7,3,8,16,4,3,65,5,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,3,15,1003.2,1006,31.1,26,24.5,65.5,30000,80,1,1.7,90,0,0,,7,3,8,16,3,3,65,6,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,3,16,1002.5,1005.3,31.6,27.6,26.6,73,30000,80,3,3.1,330,0,0,,7,1,9,15,3,8,16,3,3,65,5,0,80,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,3,17,1003.1,1005.9,30.4,27.2,26.4,76.7,15000,65,15,3.8,340,0,0,,7,1,9,15,3,8,16,4,3,65,5,0,80,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,3,18,1003.8,1006.6,27.9,25.9,25.4,85.3,15000,65,15,2.3,50,0,0,,7,1,9,15,3,8,16,5,3,65,3,0,80,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,3,19,1004.6,1007.4,26.9,25.6,25.3,90,18000,68,17,1.8,60,0,0,,7,1,9,15,2,6,16,5,3,65,4,0,80,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,3,20,1005.2,1008,25.9,25.1,24.9,94,12000,62,95,1.6,60,45,0.4,,7,1,9,15,3,6,16,6,3,65,2,0,80,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,3,21,1005.9,1008.7,25.7,25.3,25.2,96.4,18000,68,17,0,0,45,0.01,,7,1,9,15,3,6,16,6,3,65,2,0,80,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,3,22,1006.5,1009.3,25.5,25.2,25.1,97.5,12000,62,95,0,0,50,0.2,,7,1,9,15,3,6,16,6,3,65,2,0,80,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,3,23,1006.9,1009.7,25.3,24.9,24.8,96.9,12000,62,95,0.7,120,60,0.01,,8,1,9,15,3,6,16,8,4,64,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,3,24,1006.6,1009.4,25.2,24.8,24.7,96.6,12000,62,91,0.4,120,60,0.2,,8,1,9,15,3,6,16,8,4,64,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,4,1,1006.2,1009,25,24.7,24.6,97.5,12000,62,61,0.4,100,60,0.01,,8,1,9,15,3,6,16,8,4,64,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,4,2,1005.8,1008.6,25,24.7,24.6,97.5,18000,68,17,1.5,140,25,0.01,,7,1,9,15,2,6,16,7,3,65,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,4,3,1005.6,1008.4,24.9,24.7,24.6,98,18000,68,17,0.7,170,0,0,,7,1,9,15,2,6,16,6,3,65,2,0,80,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,4,4,1005.3,1008.1,24.9,24.8,24.8,99.2,18000,68,29,0,0,0,0,,7,2,6,16,5,3,65,3,0,80,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,4,5,1005.4,1008.2,24.8,24.7,24.7,99.1,12000,62,60,0,0,55,0.8,,7,2,6,16,7,3,65,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,4,6,1005.7,1008.5,24.7,24.5,24.4,98.5,18000,68,21,0,0,3,0.01,,7,2,6,16,6,3,65,2,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,4,7,1006.2,1009,24.5,24.2,24.1,97.8,25000,75,3,0,0,0,0,,7,1,7,5,2,6,16,5,3,65,3,0,80,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,4,8,1006.9,1009.7,24.9,24.5,24.4,96.9,30000,80,3,0,0,0,0,,7,1,7,8,3,6,16,5,3,65,2,0,80,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,4,9,1007.5,1010.3,26.3,25.4,25.1,92.8,30000,80,2,0.3,20,0,0,,7,1,7,8,3,6,16,5,3,65,2,0,80,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,4,10,1007.8,1010.6,28.3,26.4,25.9,85.7,18000,68,15,0,0,0,0,,7,3,8,12,4,3,65,5,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,4,11,1007.6,1010.4,28.7,25.9,25.1,79.6,30000,80,3,2.3,350,0,0,,7,3,8,14,5,3,65,4,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,4,12,1007,1009.8,29,26.2,25.5,79.3,30000,80,25,3.3,330,12,0.4,,7,3,8,14,5,3,65,4,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,4,13,1005.8,1008.6,30.1,26.3,25.3,72.9,30000,80,2,3.1,340,0,0,,7,3,8,14,5,3,65,4,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,4,14,1005,1007.8,30.4,26.6,25.5,72.7,30000,80,1,3.6,340,0,0,,7,2,8,16,5,3,65,4,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,4,15,1003.7,1006.5,29.6,26.2,25.2,75.3,30000,80,2,4,320,0,0,,7,2,8,16,5,3,65,4,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,4,16,1003.1,1005.9,30.2,26.5,25.5,73.6,30000,80,3,4.4,340,0,0,,7,3,8,16,5,3,65,4,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,4,17,1003,1005.8,28.7,26,25.3,79.9,18000,68,15,4.6,350,0,0,,7,3,8,14,6,3,65,2,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,4,18,1003.6,1006.4,27.8,25.7,25.1,83.8,18000,68,15,3.5,350,0,0,,7,4,8,14,6,3,65,2,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,4,19,1004.2,1007,27.1,25.3,24.8,86.5,18000,68,3,2.6,50,0,0,,7,4,6,14,7,3,65,,,,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,4,20,1004.8,1007.6,25.4,25,24.9,97.3,4000,40,62,2,30,37,13.6,,7,4,6,14,7,3,65,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,4,21,1005.6,1008.4,25.6,25.2,25.1,96.7,8000,58,61,1.3,50,60,2.8,,8,4,6,14,8,4,64,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,4,22,1006.6,1009.4,24.8,24.6,24.5,98.3,4000,40,63,2.1,120,60,20.8,,8,4,6,14,8,4,64,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,4,23,1006.4,1009.2,24.9,24.4,24.3,96.3,10000,60,61,2.1,40,60,0.2,,8,3,6,16,8,4,64,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,4,24,1006.8,1009.6,24.9,24.6,24.5,97.9,8000,58,61,0,0,60,3.6,,8,3,6,14,8,4,64,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,5,1,1006.4,1009.2,24.7,24.6,24.6,99.1,6000,56,61,1,170,60,9.2,,8,4,6,14,8,4,64,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,5,2,1005.8,1008.6,24.6,24.5,24.4,98.7,6000,56,61,0,0,60,9.2,,8,4,6,14,8,4,64,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,5,3,1005.7,1008.5,24.4,24.3,24.2,98.8,6000,56,61,1.9,250,60,1.8,,8,4,6,14,8,4,64,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,5,4,1005.4,1008.3,22.2,22,21.9,98.2,6000,56,61,3.1,230,60,8,,8,4,6,14,8,4,64,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,5,5,1004.3,1007.2,22.5,22.4,22.3,98.7,6000,56,61,1.9,30,60,17.4,,8,4,6,14,8,4,64,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,5,6,1004.9,1007.8,22.8,22.7,22.7,99.1,8000,58,61,1,260,60,0.01,,8,4,6,14,8,4,64,,,,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,5,7,1004.9,1007.8,22.8,22.7,22.7,99.1,10000,60,61,1,120,60,0.2,,8,1,7,5,3,6,16,8,4,64,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,5,8,1005.6,1008.4,23.5,23.3,23.3,98.7,25000,75,21,0,0,10,0.01,,7,1,7,5,3,6,16,7,4,64,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,5,9,1006.1,1008.9,24.8,24.3,24.2,96.4,30000,80,1,0,0,0,0,,7,1,7,8,2,6,16,6,3,65,2,0,80,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,5,10,1006.5,1009.3,26.7,24.9,24.4,85.8,30000,80,1,1.2,120,0,0,,7,2,8,12,6,3,65,3,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,5,11,1006.1,1008.9,28.5,25.4,24.5,77.1,30000,80,3,0.8,230,0,0,,7,3,8,14,5,3,65,3,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,5,12,1005.5,1008.3,29.9,26,24.9,72.6,30000,80,1,2.7,330,0,0,,7,3,8,14,3,3,65,6,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,5,13,1005.3,1008.1,30.6,26.5,25.4,71.4,30000,80,2,3.5,310,0,0,,7,3,8,14,3,3,65,6,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,5,14,1004.3,1007.1,29.9,26.2,25.1,73.4,30000,80,3,2.4,310,0,0,,7,1,9,15,3,8,16,5,3,65,4,0,80,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,5,15,1003.5,1006.3,29.9,26.5,25.5,75.1,15000,65,15,3.6,310,0,0,,7,1,9,15,4,8,16,5,3,65,2,0,80,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,5,16,1002.8,1005.6,29.1,26.2,25.4,78.5,15000,65,15,3.3,330,0,0,,7,1,9,15,4,8,16,5,3,65,2,0,80,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,5,17,1002.9,1005.7,27.5,25.2,24.6,82.3,15000,65,15,2.1,50,0,0,,7,1,9,15,3,8,16,5,3,65,3,0,80,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,5,18,1003.3,1006.1,26.4,25.5,25.2,92.3,3000,30,62,2.1,220,30,2.2,,7,4,6,14,1,9,15,7,3,65,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,5,19,1004.2,1007,24.2,23.9,23.8,97.7,1000,10,65,3.7,50,60,23.8,,8,4,6,14,8,4,64,,,,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,5,20,1004.8,1007.6,24.3,24.2,24.2,99.1,1000,10,65,2.1,60,60,68,,8,4,6,14,8,4,64,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,5,21,1005.8,1008.6,24.1,23.9,23.8,98.1,8000,58,61,2.3,60,60,6.4,,8,4,6,14,8,4,64,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,5,22,1006.1,1008.9,24.1,23.8,23.7,97.5,10000,60,61,1.1,110,60,0.6,,8,3,6,14,8,4,64,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,5,23,1006.9,1009.7,24.5,24.3,24.3,98.6,4000,40,63,2.3,240,60,10.4,,8,4,6,14,8,4,64,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,5,24,1006.7,1009.5,24.1,24,23.9,98.4,4000,40,63,2.2,60,60,30.8,,8,4,6,14,8,4,64,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,6,1,1006.4,1009.2,23.7,23.5,23.4,98.2,8000,58,61,0.6,350,60,5,,8,4,6,14,8,4,64,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,6,2,1005.8,1008.6,23.7,23.5,23.4,98.3,8000,58,61,0.5,40,60,5.6,,8,4,6,14,8,4,64,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,6,3,1005.6,1008.4,23.6,23.5,23.5,99.1,5000,50,63,1.1,130,60,6.2,,8,4,6,14,8,4,64,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,6,4,1005.1,1007.9,23.6,23.4,23.3,98.3,6000,56,63,0,0,60,10,,8,4,6,14,8,4,64,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,6,5,1005,1007.8,23.6,23.6,23.6,100,10000,60,61,0,0,60,0.6,,8,4,6,14,8,4,64,,,,,,,,,,,,,
96441,Lapangan Terbang Bintulu,2025,2,6,6,1005.1,1007.9,23.6,23.5,23.5,99.1,10000,60,61,0.8,30,60,0.2,,8,3,6,14,8,4,64,,,,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,6,7,1006,1008.8,23.7,23.6,23.6,99.1,10000,60,61,0,0,60,0.8,,8,1,7,2,3,6,14,8,4,64,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,6,8,1007,1009.8,23.9,23.7,23.6,98.3,12000,62,61,0.4,70,60,0.2,,8,1,7,2,3,6,14,8,4,64,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,6,9,1007.6,1010.4,24.6,24.3,24.2,97.6,12000,62,61,1.5,120,60,0.6,,8,1,7,2,3,6,14,8,4,64,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,6,10,1007.9,1010.7,25.3,24.5,24.3,93.8,12000,62,61,0,0,60,0.01,,8,1,7,5,3,6,14,8,4,64,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,6,11,1007.5,1010.3,26.1,24.6,24.1,88.1,30000,80,21,1.2,120,45,0.01,,7,3,8,14,7,3,65,,,,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,6,12,1007.1,1009.9,26,24.8,24.4,90.2,30000,80,3,0,0,0,0,,7,4,8,14,7,3,65,,,,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,6,13,1005.9,1008.7,26.3,25.1,24.7,90.2,13000,63,80,1.3,150,35,0.2,,7,3,8,16,7,3,65,,,,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,6,14,1004.8,1007.6,27,25.2,24.7,86,30000,80,25,1.3,160,10,0.01,,7,4,8,16,6,3,65,2,0,80,,,,,,,,,,0
96441,Lapangan Terbang Bintulu,2025,2,6,15,1003.8,1006.6,27.7,25.3,24.6,81.5,30000,80,1,0.9,210,0,0,,7,3,8,16,6,3,65,3,0,80,,,,,,,,,,0
